,vacancies,post_time,p_year_month,interview_time,content,word,成就感,學習成長,創新,薪資,福利,管理制度,工作氛圍,同事互動,主管風格,工作地點,公司規模,工作環境,產業前景,輪調,外派,出差,引擎,馬力,避震,外觀,操控,安全,堅固,配備,價錢,科技,品質,折舊,品牌,空間,保養,續航,尺寸,車種,驅動,變速箱,電資,機械,製造,車輛工程,品管,多元性,企業社會責任,企業永續目標,面試,徵才,實習,工作,離職,轉職,新鮮人,畢業,出路,能力,招募人員,正向,負向
486,智慧製造工程師,2022.10.24,2022-10,2022.1,提早5分鐘等待，有面2位主管。一開始會請你自我介紹，背清楚沒什麼問題。接下來會針對履歷上問問題，對自己的履歷熟悉其實都回答得出來。主要都是偏向人格特質問，例如:遇到衝突如何解決? 有沒有發生過衝突事件? 。整體花費時間約一小時半。自我介紹？依照自己準備唸出來即可，主管會再依據自介，多延伸問題。研究所有沒有遇到困難?？每個人不一樣，但可以說遇到甚麼、如何解決、最結果。社團有沒有遇到衝突?？同上，舉例說明並闡述如何解決及結果。有沒有其他問題？照自己想問的問，我問主要工作內容差異 、加班等等。1.非常熟悉自己履歷與自身經歷。2.網路上罐頭題通通抓下來整理回答，再面對主管問題時基本上幾乎都能回答。3.優點缺點都想至少2個。4.實習、工作、研究所最有成就及最有挫折都想好答案。5.可能會請你簡述論文、社團在座甚麼，也是一樣建議事先準備。6.視訊自己的畫面在右下角，不是像meet在中間，所以眼神盡量是往前看的。,"['提早', '分鐘', '等待', '主管', '自我介紹', '背', '清楚', '問題', '履歷', '問題', '履歷', '熟悉', '回答', '偏向', '人格', '特質', '問例如', '遇到', '衝突', '解決', '發生', '衝突', '事件', '花費', '時間', '小時', '自我介紹', '準備', '唸出來', '主管', '自介', '延伸', '問題', '研究', '遇到', '困難', '遇到', '解決', '社團', '遇到', '衝突', '舉例', '說明', '闡述', '解決', '問題', '工作', '內容', '差異', '加班', '熟悉', '履歷', '經歷', '網路', '罐頭題', '抓下來', '整理', '回答', '面對', '主管', '問題', '時', '回答', '優點', '缺點', '至少', '實習', '工作', '研究', '成就', '挫折', '想好', '答案', '簡述', '論文', '社團', '在座', '建議', '事先', '準備', '視訊', '畫面', '右下角', 'meet', '中間', '眼神', '盡量']",0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,3,6,400
487,CIS RD,2022.10.23,2022-10,2021.09,"Q: 請問有沒有大夜, 小夜。A: 沒有大夜 也沒有小夜。Q: 值班的頻率。A: 大約1.5~2個月要值一次班。Q: 工作環境如何呢。A: 會有buddy師傅教導, 短時間2~3個月 教導 process flow and 常用的系統層面。Q: 薪水如何。A: 底薪根據職等會有所不同, 分紅的話需要過試用期3個月才會開始餐與分紅。請問有沒有大夜, 小夜？大約1.5~2個月要值一次班。工作環境如何呢？會有buddy師傅教導, 短時間2~3個月 教導 process flow and 常用的系統層面。薪水如何？底薪根據職等會有所不同, 分紅的話需要過試用期3個月才會開始餐與分紅。台積電雖然薪水高, 但是因為前幾個月沒有餐與分紅, 需要過半年才會開始領到第一包分紅, 而且另一半的分紅會到隔年的7月才可以領, 一開始會又累又窮","['Q', '請問', '夜', '小夜', '大夜', '小夜', 'Q', '值班', '頻率', '152', 'Q', '工作環境', 'buddy', '師傅', '教導', '短', '時間', '23', '教導', 'processflowand', '常用', '系統', '層面', 'Q', '薪水', '底薪', '職等', '有所', '分紅', '需要', '試用期', '餐', '分紅', '請問', '大夜', '小夜', '152', '工作環境', 'buddy', '師傅', '教導', '短', '時間', '23', '教導', 'processflowand', '常用', '系統', '層面', '薪水', '底薪', '職等', '有所', '分紅', '需要', '試用期', '餐', '分紅', '台積電', '薪水', '高', '餐', '分紅', '需要', '領到', '分紅', '另一半', '分紅', '隔年', '7月', '累', '窮']",0,0,0,12,7,4,0,0,0,0,0,2,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,367
488,EE,2022.10.23,2022-10,2022.05,當時面試主管要我講一些之前工作的內容還有最印象深刻的事情，我已經工作10年所以自然是有很多好講，面試兩次主管最後才是人資，談到工作福利的部分因為之前不是在半導體，所以人資不承認我的年資，這點蠻虧的，但是沒辦法我之前是在小公司真的沒辦法談得很好，在主管面試的部分基本上都是快講了一個小時左右，後面應該是幾乎上了，所以人資打給我的時候也沒有多問什麼，但是她說主管那邊的反饋很正面，所以我應該是會上，我聽到這個的時候就知道應該是有了，過了一個多禮拜就收到Offer的Mail。工作環境的部分主管首先會問能不能接受長時間待在無塵室，我覺得這個很重要，如果你想要做EE就要有這個心理準備，真的會在裡面待很久。我問了主管關於EE以後不用輪夜班的傳聞？主管回答說台積已經往這個政策在做了，很多以前的老AE可以得到升等的機會變成副工也就是MAE，但是當了MAE以後就要會值班，然後公司會慢慢的把MAE都教到會值班再讓他們去夜班，把EE都拉回日班，但是EE還是會輪到小夜就是了。在面試台積的時候真的要想清楚你以後的生活模式，就像我在台積聽到的很多人因為老婆不諒解最後離婚的案例有很多，不懂台積工作模式的真的不知道你在公司做什麼，怎麼可能忙成這樣，所以想要保有生活品質的人還是多思考一下吧。,"['面試', '主管', '工作', '內容', '印象', '深刻', '事情', '工作', '自然', '講面試', '主管', '最後', '人資', '談到', '工作', '福利', '半導體', '人資', '承認', '年資', '虧', '沒辦法', '公司', '沒辦法', '主管', '面試', '小時', '後面', '人資', '打給', '主管', '反饋', '正面', '聽到', '禮拜', '收到', 'Offer', 'Mail', '工作環境', '主管', '接受', '長時間', '待在', '無塵室', '重要', 'EE', '心理', '準備', '主管', 'EE', '不用', '輪夜班', '主管', '回答', '台積', '政策', 'AE', '得到', '升等', '機會', '副工', 'MAE', 'MAE', '值班', '公司', '慢慢', 'MAE', '教到', '會值班', '去夜班', 'EE', '拉回', '日班', 'EE', '輪到', '小夜', '面試', '台積', '清楚', '生活', '模式', '台積', '聽到', '老婆', '諒解', '最後', '離婚', '案例', '懂', '台積', '工作', '模式', '公司', '忙成', '保有', '生活', '品質', '思考']",0,0,0,0,1,5,0,0,7,0,0,2,0,0,0,0,0,536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,10,4,537
489,YED,2022.10.22,2022-10,2021.11,"在人力銀行開啟履歷後,人資直接打電話來詢問意願，大致說明工作內容後我決定面試看看。採視訊面試，一開始自我介紹碩士論文的研究主題，會針對每個點進行提問，論文環節結束後，我接著介紹作品集，介紹到一半主管感覺不是很想聽，直接打斷，讓我簡單介紹一下就好。結束自我介紹環節後，接著問一些人個特質的問題。Q:碩士論文在做甚麼？A:照實回答。Q:你這個專案已經有人做成產品了為甚麼你還要做？A: 我做的當下並沒有產品，被人搶先了我也沒辦法。大學時期的成績不是很好是因為甚麼原因？一開始讓我壓力太大了，後續的學期中也都有逐步地提高成績。可以詳細了解一下這個產業在做甚麼(多爬文)，再來決定是否投入其中。台積電感覺特別缺人，確認自己想做的事，如果可以接受輪班就上吧","['人力', '銀行', '開啟', '履歷', '人資', '直接', '打電話', '詢問', '意願', '說明', '工作', '內容', '決定', '面試', '視訊', '面試', '自我介紹', '碩士', '論文', '研究', '主題', '提問', '論文', '環節', '介紹', '作品集', '介紹到', '一半', '主管', '感覺', '聽', '直接', '打斷', '簡單', '介紹', '自我介紹', '環節', '特質', '問題', 'Q', '碩士', '論文', '照實', '回答', 'Q', '專案', '做成', '產品', '產品', '搶先', '沒辦法', '大學', '時期', '成績', '原因', '壓力', '後續', '學期', '提高', '成績', '詳細', '產業', '甚麼多', '爬文', '決定', '投入', '台積電', '感覺', '特別', '缺', '確認', '接受', '輪班']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,2,4,324
490,製程工程師,2022.10.22,2022-10,2022.04,當時對話: 。1. 對於你先前工作內容有一份初步的了解是否與當前的工作有相關。2.對於工作內容進一步說明公司主要在處理什麼。3. 從外面的舒適圈進入到該高壓的環境 是否可以有機會適應?。工作福利:。說明了高工時高分紅的狀態。工作環境: 。坐在辦公室，解東西 基本上不會太需要你去出差。先前是否與黃光有關?？說明主要是在哪些部分與黃光有相關性，並說明自身有跟台積電工程師合作相關經驗。30歲以前進去，可以磨練自己的工作技能，與工作特性。但你有可能會喪失你原本的工作能力與態度。在公司內部如何在高壓統治下保持自我意識，對於你自身的狀況需要多做一些評估再考慮是否要進去,"['對話', '先前', '工作', '內容', '初步', '當前', '工作', '相關', '工作', '內容', '進一步', '說明', '公司', '處理', '外面', '舒適', '圈', '進入', '高壓', '環境', '機會', '適應', '工作', '福利', '說明', '高工時', '高', '分紅', '狀態', '工作環境', '坐', '辦公室', '東西', '需要', '出差', '先前', '黃光', '說明', '黃光', '相關性', '說明', '台積電', '工程師', '合作', '相關', '經驗', '歲', '磨練', '工作', '技能', '工作', '特性', '喪失', '工作', '能力', '態度', '公司', '內部', '高壓', '統治', '保持', '自我', '意識', '狀況', '需要', '評估', '考慮']",0,0,0,1,2,0,3,1,0,0,0,3,0,0,0,1,0,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,3,0,2,282
491,Application System Engineer,2022.10.20,2022-10,2022.07,一開始有先做 HackRank 三題對兩題即可。一面先自我介紹後，考官大概介紹工作內容，負責什麼系統，需要前、後端的技能，在哪一個廠區，大概半小時左右就完成面試。二面一樣先自我介紹後，考官打開ＰＰＴ開始介紹整個ＩＴ部門的架構，接下來要去的單位會負責什麼系統。大致上都在聊天…。為什麼想來台積電？照實回答。優缺點？照實回答。跟網路上大多分享面試文章差不多，文章中所提到的問題，在面試中都有問到，所以只要準備好自我介紹及相關面試常見的問答即可,"['Hack', 'Rank', '一面', '自我介紹', '考官', '介紹', '工作', '內容', '負責', '系統', '需要', '前後端', '技能', '廠區', '小時', '完成', '面試', '二面', '自我介紹', '考官', '打開', 'ＰＰＴ', '介紹', 'ＩＴ', '部門', '架構', '單位', '負責', '系統', '大致上', '聊天', '台積電', '照實', '回答', '優', '缺點', '照實', '回答', '網路', '分享', '面試', '文章', '文章', '提到', '問題', '面試', '問到', '準備好', '自我介紹', '相關', '面試', '常見', '問答']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,1,221
492,設備工程師,2022.10.20,2022-10,2021.11,面試部門為南科18廠採視訊面試主管先詳細介紹職缺內容以及輪班制度等等，而後就履歷問題以及人格特質進行提問，面試過程像是在聊天並無太大壓力，面試完主管後隔天面人資及安排進場參加測驗，進行資歷查核後即獲得OFFER。碰到無法解決的機況如何處理？依自身經驗回答。面試過程並無太多專業問題基本著重在人格特質以及面試罐頭題目進行提問，事先準備好面試罐頭題目後可使面試過程更加順利。,"['面試', '部門', '南科', '視訊', '面試', '主管', '詳細', '介紹', '職缺', '內容', '輪班', '制度', '履歷', '問題', '人格', '特質', '提問', '面試', '過程', '像是', '聊天', '壓力', '面試完', '主管', '隔天面', '人資', '安排', '進場', '參加', '測驗', '資歷', '查核', '獲得', 'OFFER', '碰到', '無法', '解決', '機況', '處理', '經驗', '回答', '面試', '過程', '專業', '問題', '著重', '人格', '特質', '面試', '罐頭', '題目', '提問', '事先', '準備好', '面試', '罐頭', '題目', '面試', '過程', '順利']",0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,1,3,2,183
493,研發工程師,2022.10.20,2022-10,2022.09,由於疫情的關係所以改為線上面試，面談時需要可以看到本人影像，因此用桌電的朋友們要記得買個攝像鏡頭!一開始就與4位主管面談，面試過程先是自我介紹再來是問碩論內容，雖然面試邀請信件沒有說需要準備簡報，但依定要自己準備自我介紹跟碩論內容!!(我就是被準備所以碩論那塊沒有回答得太好)，碩論問得比口試委員問的還要細，但主要是要能表達出自己碩論的脈絡以及優勢，回答有邏輯基本上沒特別的問題，也可以事前先讀一下半導體物理，MOS那塊可能會問。另外就是壓力測試等常見問題，看看人格特質~雖然有面試到HR但最後仍被感謝函。你最大的優點?？善於系統式的條列待做事項並安排時間執行，不會輕易逃避遇到的困境，樂於與人分享自己的想法以及傾聽別人的意見。要記得準備投影簡報，自我介紹內容也建議先想好比較妥，另外如果跟我一樣是社會新鮮人，一定要把碩論讀熟，常見台積的壓力測試如最大優點、缺點或遇到最大的成就與挫折感是什麼是等等都要準備，最後就是反問要先想要問什麼，不然最後幾分鐘會很尷尬。,"['疫情', '關係', '改為', '線上', '面試', '面談', '時', '需要', '看到', '影像', '桌電', '朋友', '記得', '買', '攝像', '鏡頭', '主管', '面談', '面試', '過程', '自我介紹', '碩論', '內容', '面試', '邀請', '信件', '需要', '準備', '簡報', '依定', '準備', '自我介紹', '碩論', '內容', '準備', '碩論', '塊', '回答', '碩論', '口試', '委員', '細', '表達出', '碩論', '脈絡', '優勢', '回答', '邏輯', '特別', '問題', '讀', '半導體', '物理', 'MOS', '塊', '壓力', '測試', '常見', '問題', '人格', '特質', '面試到', 'HR', '最後', '感謝', '函', '優點', '善於', '系統式', '條列', '事項', '安排', '時間', '執行', '輕易', '逃避', '遇到', '困境', '樂', '分享', '想法', '傾聽', '意見', '記得', '準備', '投影', '簡報', '自我介紹', '內容', '建議', '想好', '妥', '社會', '新鮮人', '碩論', '讀熟', '常見', '台積', '壓力', '測試', '優點', '缺點', '遇到', '成就', '挫折感', '準備', '最後', '反問', '最後', '分鐘', '尷尬']",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,2,7,427
494,IT,2022.10.19,2022-10,2022.07,視訊面試，會請你先自我介紹，然後主管會開始講解工作內容，最後主要都是由我提問，當天面試完晚上就收到二面的通知，第二關是人資，問的問題滿多的，主要根據履歷上的學經歷來問，都是一些典型的題目（有成就感的事、遇過失敗的經驗等等），後來就無聲卡了。有成就感的事？就社團的經歷來回答，並補充從中學到什麼。會有英文考試、兩關hackerrank，基本上hackerrank高分的話應該能過，面試都是線上，只有英文考試是要到公司去考試。,"['視訊', '面試', '自我介紹', '主管', '講解', '工作', '內容', '最後', '提問', '當天', '面試完', '晚上', '收到', '二面', '通知', '人資', '問題', '滿多', '履歷', '學經歷', '典型', '題目', '成就感', '失敗', '經驗', '無聲卡', '成就感', '社團', '經歷', '回答', '補充', '學到', '英文', '考試', 'hackerrank', 'hackerrank', '高分', '面試', '線上', '英文', '考試', '公司', '考試']",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,2,2,210
495,擴散製程工程師,2022.10.18,2022-10,2020.11,先考global English，聽力閱讀各一半，大約50分鐘。接著適性測驗，看看你的性向如何(是否夠奴XDD)。接著面試老闆(副理)，二面再面大老闆(部經理)。台中廠是現場直接面是人資(同時2位人資，共一小時)。台南廠人資則是以電話面試(15分鐘左右)。專題/社團/實習/論文/興趣所遇到的成就或是困難，如何解決?？主要針對學習歷程提問，例如專題/社團/實習/論文/興趣所遇到的成就或是困難，如何解決?。但主管面試過程中可以感受到，他想知道你有壓力時如何抒發。以及壓力大工時長的狀況下，能否承受多項任務，並且使命必達。還有詢問簡單的成長環境跟家庭背景，來了解你在怎麼樣的環境長大。重點來說，面試感覺著重了解你這個人本質，所以請好好表現自己吧。把人生學習歷程整體回顧過一遍。可以根據事件/時間/挫折/成就/結果 用STAR方法來描述。如何抗壓排壓，具體方法是什麼。如何證明你是你描述的那樣的人。所有形容自己的優點，都要有例證來佐證自己。這樣會更容易說服對方你有這樣的特質,"['global', 'English', '聽力', '閱讀', '一半', '分鐘', '適性', '測驗', '性向', '夠', '奴', 'XDD', '面試', '老闆', '副理', '二面', '再面', '老闆部', '經理', '台中廠', '現場', '直接面', '人資', '人資', '小時', '台南廠', '人資', '電話', '面試', '分鐘', '專題', '社團', '實習', '論文', '興趣', '遇到', '成就', '困難', '解決', '學習', '歷程', '提問', '專題', '社團', '實習', '論文', '興趣', '遇到', '成就', '困難', '解決', '主管', '面試', '過程', '感受到', '壓力', '時', '抒發', '壓力', '工時長', '狀況', '承受', '任務', '使命', '達', '詢問', '簡單', '成長', '環境', '家庭', '背景', '環境', '長大', '重點', '面試', '感覺', '著重', '本質', '表現', '人生', '學習', '歷程', '回顧', '遍', '事件', '時間', '挫折', '成就', 'STAR', '方法', '描述', '抗壓', '排壓', '具體', '方法', '證明', '描述', '形容', '優點', '例證', '佐證', '容易', '說服', '特質']",0,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,5,9,432
496,職員,2022.10.18,2022-10,2020.01,主管：。A. 請花大約三到五分鐘自我介紹。B. 對應徵職位的認識為何？。C. 人生中是否遇過較大的挫折？如何解決？。D. 其他時間主要都在跟我聊實際上的工作內容。E. 主管會問你有沒有問題，記得要多加善用這個機會表達你的特質。人資：。A. 請自我介紹。B. 人生中是否有遇過挫折？如何解決？。C. 如果實驗室中有人沒穿實驗衣，你會怎樣？。D. 如果團隊中有人進度跟不上，你會怎樣？。E. 還有其他會根據你的經歷所提出的問題，在此就不一一贅述了。人格特質？基本上人資會問的比較細，也會有許多實際上遇到問題的情境題，網路上有前人說遇到的。人資態度不佳，但我所遇到的並不會，反而比較像制式般地問你很多問題，有自信地回答。即可。這次的面試讓我體會到英文成績、大學成績及社團經驗都是比較重要的決定因子，此外，。若有修過相關的半導體課程也會大大加分，因為我修過半導體元件物理，主管便有提出這。點問一些問題，平常心，保持自信，回答自己了解的知識即可。,"['主管', '分鐘', '自我介紹', '應徵', '職位', '認識', 'C', '人生', '挫折', '解決', 'D', '時間', '聊', '實際', '工作', '內容', 'E', '主管', '問題', '記得', '多加', '善用', '機會', '表達', '特質', '人資', '自我介紹', '人生', '挫折', '解決', 'C', '實驗室', '實驗衣', 'D', '團隊', '進度', '跟不上', 'E', '經歷', '提出', '問題', '不一一', '贅述', '人格', '特質', '人資', '細', '實際', '遇到', '問題', '情境題', '網路', '前人', '遇到', '人資', '態度', '不佳', '遇到', '制式', '般', '問題', '自信', '回答', '面試', '體會', '英文', '成績', '大學', '成績', '社團', '經驗', '重要', '決定', '因子', '相關', '半導體', '課程', '加分', '半導體', '元件', '物理', '主管', '便有', '提出', '問題', '平常心', '保持', '自信', '回答', '知識']",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,6,7,414
497,ＩＴ,2022.10.18,2022-10,2022.1,似乎沒有協調好，當天只有HR到，問了一些很general的問題。例如如何面對困難與解決方案、做過的project、project中是直接apply別人的方法還是自己有開發一套等等。但面試中間才說他們的部門是ICSD，不是我當初應徵的AI/ML enginner的AAID部門，他們是作infrastructure自動化的，與AAID有差異，並且有輪班與on call，有點錯愕（據了解他們把投IT四個部門的履歷全部pool起來，各部門再去挑）。後來我請HR看看能否幫我轉給AAID部門。HR人非常好，整體愉快，花費時間約40分鐘。如何面對困難與解決方案？把問題拆解成小項目一一排除可能的疑難雜症。1. 要確定應徵到的是自己要應徵的部門，如前面所說，他們會把IT四部門下的履歷全部pool，各部門再找人。2. hackerrank測驗滿分180，據透露一般部門一定要120，有些會要求到150，考試分試的要求是硬性規定,"['似乎', '協調好', '當天', 'HR', 'general', '問題', '面對', '困難', '解決', '方案', 'projectproject', '直接', 'apply', '方法', '開發', '面試', '中間', '部門', 'ICSD', '當初', '應徵', 'AIM', 'Lenginner', 'AAID', '部門', 'infrastructure', '自動化', 'AAID', '差異', '輪班', 'oncall', '錯愕', 'IT', '部門', '履歷', 'pool', '部門', 'HR', '轉給', 'AAID', '部門', 'HR', '愉快', '花費', '時間', '分鐘', '面對', '困難', '解決', '方案', '問題', '拆解成', '項目', '一一', '排除', '疑難雜症', '確定', '應徵', '應徵', '部門', '前面', 'IT', '部門', '履歷', 'pool', '部門', '2hackerrank', '測驗', '滿分', '180', '透露', '部門', '120', '要求到', '150', '考試', '分試', '要求', '硬性', '規定']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,408
498,OPC工程師,2022.10.17,2022-10,2022.09,總時間大約1個小時，準備10-15分鐘的自我介紹，包含碩論跟做過的專題。主管中間都不會打斷，最後只會針對人格特質詢問，有無團隊合作的經驗，專題跟碩論有沒有遇到困難又是如何解決的。 接著就換主管介紹部門。有沒有團隊合作的經驗？照實回答。準備ppt不用太長，跟面試職缺無相關的專題不用放，碩論就著重在目的與貢獻就好。可以多著重在人格特質的部分和興趣之類的,"['總', '時間', '小時', '準備', '1015', '分鐘', '自我介紹', '包含', '碩論', '專題', '主管', '中間', '打斷', '最後', '人格', '特質', '詢問', '團隊', '合作', '經驗', '專題', '碩論', '遇到', '困難', '解決', '主管', '介紹', '部門', '團隊', '合作', '經驗', '照實', '回答', '準備', 'ppt', '不用', '面試', '職缺', '相關', '專題', '不用', '放碩論', '著重', '目的', '貢獻', '著重', '人格', '特質', '興趣']",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,2,3,176
499,製程工程師,2022.10.17,2022-10,2022.06,首先先簡短先用投影片做個10分鐘的介紹，主要做了自我介紹，研究所論文題目，社團經歷以及個人優勢。簡報結束後，換主管問問題，大概問了4到5個問題，有爲什麽要加入公司，簡單描述工作環境，描述工作的内容，打算在公司待多久這幾個問題。問了主管該職缺需要什麽能力？主管表示需要調整好心態，並抱著學習的心態就可以了。把研究所論文内容準備好，表現得自信一點，把心態調整好非常重要，也可以提前準備好講稿，把該表現得完整的表達出來，推銷自己,"['簡短', '投影片', '分鐘', '介紹', '自我介紹', '研究', '論文', '題目', '社團', '經歷', '優勢', '簡報', '主管', '問題', '問題', '爲什麽', '加入', '公司', '簡單', '描述', '工作環境', '描述', '工作', '内容', '公司', '多久', '問題', '主管', '職缺', '需要', '什麽', '能力', '主管', '表示', '需要', '調整好', '心態', '抱', '學習', '心態', '研究', '論文', '内容', '準備好', '表現', '自信', '一點', '心態', '調整好', '重要', '提前', '準備好', '講稿', '表現', '完整', '表達出來', '推銷']",0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,1,3,4,210
500,製程整合工程師,2022.10.16,2022-10,2022.05,一開始開啟面試ppt，然後開始報碩論，主管會針對ppt內容作提問，然後必須清楚完整說明理由，然後會再詳細追問，他們滿在意解決問題的方式，邏輯要清楚，然後在問一些罐頭問題，怎麼跟人合作等等。如果畢業時間比較晚他們也會問一下原因。然後問問課外活動，擔任過什麼幹部，以及一些面試常見問題。然後還會問你對製程整合的工作內容了解，問完後主管會在自己介紹一遍，。然後還有問外界傳聞台積高工時，自己有什麼看法。請問如果教授要你做你覺得不可能完成的事該怎麼辦？我原則上會尊重教授意見，要是我有什麼看法也會委婉地提出討論，這樣也能夠更了解事情也更該知道如何處理，若是教授堅持的話，也會以教授意見為準，畢竟教授的經驗比我們更資深，也比較會知道如何解決。最重要的是清楚碩論，不能被問倒。然後基本的mos特性記熟，以及實驗的各種細節。然後建議最好事前多練習面試，以免緊張。,"['開啟', '面試', 'ppt', '報碩論', '主管', 'ppt', '內容', '提問', '清楚', '完整', '說明', '理由', '詳細', '追問', '在意', '解決問題', '方式', '邏輯', '清楚', '罐頭', '問題', '合作', '畢業', '時間', '原因', '課外', '活動', '擔任', '幹部', '面試', '常見', '問題', '製程', '整合', '工作', '內容', '解問完', '主管', '介紹', '遍', '外界', '台積', '高工時', '看法', '請問', '教授', '不可能', '完成', '原則上', '尊重', '教授', '意見', '看法', '委婉', '提出', '能夠', '事情', '處理', '教授', '堅持', '教授', '意見', '為準', '教授', '經驗', '資深', '解決', '重要', '清楚', '碩論', '問倒', 'mos', '特性', '記熟', '實驗', '細節', '建議', '練習', '面試', '緊張']",0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,1,0,2,2,8,373
501,OPC工程師,2022.10.15,2022-10,2021.01,"一開始先考英文及人格測驗.。一面時主考官先讓我自我介紹,然後問我碩論以及博論,問題都覺得滿簡單的,比較像在閒聊,碩論問得比較多因為跟工作內容比較相關.然後他介紹這個部門在做什麼,平常工時,大概就這樣,花了約45分鐘. 二面時也是差不多,但問題問得比較深,問了大概1個半小時.。研究的原理以及在實際中的應用？非常基本的問題。只要把自己碩博士論文review一下,想想可能被問的問題,特別是自己害怕被問到的問題,其實不會太難.","['英文', '人格', '測驗', '一面', '時', '主考官', '自我介紹', '碩論', '博論', '問題', '簡單', '閒聊', '碩論', '工作', '內容', '相關', '介紹', '部門', '平常', '工時', '45', '分鐘', '二面', '時', '問題', '深', '小時', '研究', '原理', '實際', '應用', '問題', '碩', '博士', '論文', 'review', '想想', '問題', '特別', '害怕', '問到', '問題', '難']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,208
