,Unnamed: 0,company_name,vacancies,post_time,interview_time,rank,status,difficult,process,question,suggestion
3641,3641,寶成工業股份有限公司,SAP 文管中心人員,2020.03.10,2020.03,4,等待中,低,外派東南亞 導入SA...,"[{'Q': '工作環境與內容', 'A': '主要以細心有耐性為最...'}]",
3642,3642,寶成工業股份有限公司,化工工程師,2020.03.10,2020.02,4,無聲卡,低,公司環境佳，主要工作...,"[{'Q': '前份工作內容', 'A': '照實回答即可'}]",
3643,3643,寶成工業股份有限公司,專案管理師,2020.03.10,2020.01,3,等待中,普通,面試前要準備三到五分...,"[{'Q': '覺得PM主要的工作內容是什麼？', 'A': '照自己的經驗和理解來...'}]",
3644,3644,寶成工業股份有限公司,採購,2020.03.09,2018.04,4,錄取,簡單,基本上，只要你有其他...,"[{'Q': '講述你過去的經驗', 'A': '如實說明，最好舉例你...'}]",
3645,3645,寶成工業股份有限公司,環境永續專案經理,2020.02.27,2020.02,5,錄取,簡單,面試主管上一份會議d...,"[{'Q': '中午自我介紹，為什麼適合這份工作', 'A': '介紹你自己'}]",
3646,3646,寶成工業股份有限公司,業務,2020.02.26,2016.03,3,錄取,低,公司環境很舒服，HR...,"[{'Q': '優缺點', 'A': '優點 學習速度缺點 ...'}]",
3647,3647,寶成工業股份有限公司,專案產品管理師,2020.02.20,2019.11,5,未錄取,普通,需要做3-5分鐘的英...,"[{'Q': '因為是針對nike的部門，詢問對nike的了解。', 'A': '建議多做功課。'}]",
3648,3648,寶成工業股份有限公司,研發工程師,2020.02.18,2015.04,3,錄取,低,主管+人資一起面試，...,"[{'Q': '如何設計實驗', 'A': '照實回答'}]",
3649,3649,寶成工業股份有限公司,法務管理師,2020.02.13,2019.12,4,無聲卡,低,一開始會有法律專業筆...,"[{'Q': '前份工作為什麼離職', 'A': '照實回答即可'}]",
3650,3650,寶成工業股份有限公司,ui 設計師,2020.02.13,2018.07,4,錄取,低,聊天過程愉快，基本上...,"[{'Q': '過去工作以及實習經驗', 'A': '可以針對過往經驗分享...'}]",
3651,3651,寶成工業股份有限公司,班長,2020.02.11,2012.1,3,錄取,高,"公司位於彰化的鹿港,...","[{'Q': '有做過什麼職業?', 'A': '照實回答，學校畢業後...'}]",
3652,3652,寶成工業股份有限公司,業務儲備幹部,2020.02.11,2020.02,4,錄取,低,進廠前需要換證，之後...,"[{'Q': '出差地點偏好?', 'A': '如實回答。'}]",
3653,3653,寶成工業股份有限公司,物編碼,2020.02.10,2018.07,3,未錄取,高,,[],
3654,3654,寶成工業股份有限公司,開發業務,2020.02.07,2020.01,3,等待中,低,初試在台中辦公室（裕...,"[{'Q': '為什麼離職', 'A': '如實回答'}]",
3655,3655,寶成工業股份有限公司,會計管理師,2020.02.07,2018.07,3,未錄取,低,寶成公司非常氣派，整...,"[{'Q': '過去的工作經驗', 'A': '照實回答即可'}]",
3656,3656,寶成工業股份有限公司,SAP推廣專員,2020.02.06,2019.11,4,未錄取,低,一開始需要上樓跟櫃台...,"[{'Q': '上一份工作的離職原因?', 'A': '保守些思考後回答。'}]",
3657,3657,寶成工業股份有限公司,系統分析,2020.01.31,2020.01,5,錄取,低,一開始先來個邏輯測驗...,"[{'Q': '過去系統分析的經驗', 'A': '建議拿出作品直接介紹'}]",
3658,3658,寶成工業股份有限公司,板師,2020.01.14,2019.12,3,未錄取,普通,跟海外的師父進行面談...,"[{'Q': '有無配偶', 'A': '有'}]",
3659,3659,寶成工業股份有限公司,助理管理師,2020.01.04,2017.07,4,錄取,低,一開始由HR帶領到會...,"[{'Q': '希望待遇', 'A': '因為是進入社會的第一...'}]",
3660,3660,寶成工業股份有限公司,國際業務,2019.12.26,2019.11,3,無聲卡,低,一問一答，問問完就沒...,"[{'Q': '有外派準備嗎? 知道工廠長怎麼樣嗎? 對工廠印象如何? 是否能接受外派到東南亞呢? 期望薪資多少? 月薪?年薪?對寶成有什麼了解?', 'A': '建議薪資不要開太高，...'}]",
3661,3661,寶成工業股份有限公司,駐外環安衛基層主管(東南亞),2019.12.25,2019.12,3,無聲卡,普通,流程：櫃檯報到=>英...,"[{'Q': '你對於這份工作未來的期許?你對於自己未來五年的想像?', 'A': '見仁見智，但我覺得他...'}]",
3662,3662,寶成工業股份有限公司,報價,2019.12.24,2019.09,4,錄取,簡單,,[],
3663,3663,寶成工業股份有限公司,採購,2019.12.22,2019.08,3,無聲卡,普通,當天共有兩位一起來應...,"[{'Q': '是否能接受到外派海外', 'A': '照實回答即可'}]",
3664,3664,寶成工業股份有限公司,關務儲備幹部,2019.12.19,2013.02,4,錄取,低,總公司位於Hotel...,"[{'Q': '抗壓力好嗎?如何抒發', 'A': '照實回答即可'}]",
3665,3665,寶成工業股份有限公司,資訊人員,2019.12.18,2019.07,3,無聲卡,低,"1.考邏輯測驗
2....","[{'Q': '為何前份工作離職', 'A': '照實回答'}]",
3666,3666,寶成工業股份有限公司,人力資源,2019.12.17,2013.01,4,錄取,普通,我是騎機車去彰化廠面...,"[{'Q': '你對我們公司的了解有多少', 'A': '建議事先把公司的核心...'}]",
3667,3667,寶成工業股份有限公司,海外開板師,2019.12.12,2019.11,4,等待中,低,HR先請各自自我介紹...,"[{'Q': '會想外派幾年', 'A': '3年以上，因為板師這...'}]",
3668,3668,寶成工業股份有限公司,生產管理師,2019.12.09,2017.01,3,錄取,低,,[],
3669,3669,寶成工業股份有限公司,財務分析,2019.12.09,2016.09,5,錄取,低,,[],
3670,3670,寶成工業股份有限公司,海外行政,2019.12.04,2019.1,4,未錄取,低,"總部環境很好
會先有...","[{'Q': '上份工作為何離職', 'A': '照時回答'}]",
3671,3671,寶成工業股份有限公司,產品設計,2019.12.03,2019.11,3,無聲卡,高,,[],
3672,3672,寶成工業股份有限公司,人資,2019.11.28,2018.07,4,未錄取,普通,公司是跟裕元花園酒店...,"[{'Q': '前一個工作離職原因', 'A': '照實回答，但不要一直...'}]",
3673,3673,寶成工業股份有限公司,自控工程師,2019.11.28,2019.1,3,未錄取,普通,面試時間一個小時左右...,"[{'Q': '會問碩論+專題', 'A': '要準備的很詳細'}]",
3674,3674,寶成工業股份有限公司,Nike事業部-PM,2019.11.26,2019.08,4,未錄取,普通,此面試機會是由寶成人...,"[{'Q': '主管以我簡報內容下去詢問', 'A': '依照個人回答'}]",
3675,3675,寶成工業股份有限公司,行政助理,2019.11.25,2019.07,3,錄取,普通,先測試英文，選擇題有...,"[{'Q': '為什麼想來這裡工作', 'A': '個人職涯規劃'}]",
3676,3676,寶成工業股份有限公司,Pm,2019.11.21,2018.02,5,錄取,普通,需準備英文pot 內...,"[{'Q': '為什麼要離開前公司', 'A': '因為想要挑戰自己到不...'}]",
3677,3677,寶成工業股份有限公司,專案管理師,2019.11.08,2016.1,3,無聲卡,普通,"公司環境較老舊, 面...","[{'Q': '了解專案管理師的工作內容嗎？', 'A': '專案管理師是整個專案...'}]",
3678,3678,寶成工業股份有限公司,材料開發,2019.11.08,2016.08,4,錄取,普通,以個人有興趣的東西為...,"[{'Q': '為何選這個主題', 'A': '誠實回答'}]",
3679,3679,寶成工業股份有限公司,法務管理師,2019.11.04,2017.1,5,錄取,低,一開始是與人資面談，...,"[{'Q': '有打算考國考嗎', 'A': '照實回答及可'}]",
3680,3680,寶成工業股份有限公司,人力資源管理師,2019.10.31,2017.08,2,錄取,低,到公司報到時沒有人接...,"[{'Q': '對寶成的認識？', 'A': '照面試前蒐集到的資料...'}]",
3681,3681,寶成工業股份有限公司,NIKE專案管理師,2019.10.31,2019.1,4,等待中,低,面試前人資會要求填寫...,"[{'Q': '過去開發產品的經驗及流程', 'A': '照實回答'}]",
3682,3682,寶成工業股份有限公司,工程師,2019.10.19,2016.04,4,錄取,高,有筆試、會考英文還有...,"[{'Q': '目前有男朋友嗎？未來可能會外派是否有意願', 'A': '沒有男友，有意願去海...'}]",
3683,3683,寶成工業股份有限公司,儲備幹部,2019.10.16,2017.05,4,錄取,普通,覺得寶成總部很氣派，...,"[{'Q': '問你的過去社團、工作經驗?', 'A': '照實回答，面試官可能...'}]",
3684,3684,寶成工業股份有限公司,HR外派,2019.10.08,2019.06,5,錄取,超高,"線上面試
1.主要問...","[{'Q': '針對外派生活', 'A': '主要還是要知道你對於...'}]",
3685,3685,寶成工業股份有限公司,業務人員,2019.09.28,2018.06,3,無聲卡,普通,一開始由人資帶到一間...,"[{'Q': '在團體中屬於什麼角色', 'A': '因為他們會希望應徵的...'}]",
3686,3686,寶成工業股份有限公司,寶成工務,2019.09.25,2019.09,3,等待中,普通,公司環境優，福利好，...,"[{'Q': '是否能前往海外工作', 'A': '必須肯定的表達前往海...'}]",
3687,3687,寶成工業股份有限公司,企劃,2019.09.23,2019.09,5,等待中,低,,[],
3688,3688,寶成工業股份有限公司,研發工程師,2019.09.22,2018.06,4,錄取,低,先考英文 性向 然後...,"[{'Q': '為何離開前公司', 'A': '照實際講 原本的回答'}]",
3689,3689,寶成工業股份有限公司,自動化,2019.09.19,2017.1,3,錄取,低,面試過程難度不高，都...,"[{'Q': '過去經驗', 'A': '描述工作經驗與內容'}]",
3690,3690,寶成工業股份有限公司,材料開發,2019.09.17,2015.08,4,錄取,普通,"人資面談
用人主管面...","[{'Q': '為何想來寶成', 'A': '龍頭地位 且只投此家...'}]",
3691,3691,寶成工業股份有限公司,國外採購,2019.09.16,2019.07,3,未錄取,普通,公司相當相信104 ...,"[{'Q': '是否願意出差', 'A': '短期出差都可以配合,...'}]",
3692,3692,寶成工業股份有限公司,採購,2019.09.14,2017.08,3,未錄取,普通,先在彰化工廠面試，會...,"[{'Q': '為什麼想來公司', 'A': '誠實的回答'}]",
3693,3693,寶成工業股份有限公司,高級工程師,2019.09.13,2016.07,4,錄取,簡單,人資為第1關的面試，...,"[{'Q': '曾經遇過什麼樣的困難', 'A': '照實回答即可'}]",
3694,3694,寶成工業股份有限公司,報價主管,2019.09.12,2016.03,1,未錄取,普通,"形式：一對一
第一關...","[{'Q': '英語能力測驗', 'A': '題型包含：字彙、文法...'}]",
3695,3695,寶成工業股份有限公司,行政,2019.09.06,2012.06,4,錄取,低,一到廠區人事先帶到會...,"[{'Q': '為什麼想來應徵這個職缺', 'A': '先說明自己的專長與所...'}]",
3696,3696,寶成工業股份有限公司,人資行政,2019.08.27,2012.1,4,錄取,低,記得當時要筆試相關業...,"[{'Q': '為什麼想來應徵', 'A': '按公司職缺與自己所長...'}]",
3697,3697,寶成工業股份有限公司,儲備幹部,2019.08.24,2015.03,4,錄取,普通,由於當時徵海外儲備幹...,"[{'Q': '自我介紹', 'A': '精簡自己的過往經驗，...'}]",
3698,3698,寶成工業股份有限公司,海外業務,2019.08.21,2019.04,5,錄取,普通,人資負責初次面試，再...,"[{'Q': '請你用英文自介', 'A': '先準備好自己的講稿到...'}]",
3699,3699,寶成工業股份有限公司,報價管理師,2019.08.12,2018.02,5,錄取,低,面試官人很好，很有耐...,"[{'Q': '那你上一份工作怎麼辦', 'A': '只好說抱歉了'}]",
3700,3700,寶成工業股份有限公司,業務,2019.08.06,2015.03,3,未錄取,普通,多人團體面試，面試分...,"[{'Q': '分享之前的工作經驗', 'A': '如實回答'}]",
3701,3701,寶成工業股份有限公司,海外資材基層主管(東南亞),2019.07.31,2019.07,4,錄取,低,,[],
3702,3702,寶成工業股份有限公司,PM,2019.07.24,2019.07,4,等待中,低,需準備3-5分鐘英文...,"[{'Q': '為什麼離職', 'A': '因為想轉換產業'}]",
3703,3703,寶成工業股份有限公司,平面設計師,2019.07.23,2017.07,4,錄取,低,公司在台中裕元酒店，...,"[{'Q': '離開前公司的原因，為何選擇寶成', 'A': '如實回答'}]",
3704,3704,寶成工業股份有限公司,PM產品管理師,2019.07.17,2019.06,4,未錄取,普通,面試前就有通知面試時...,"[{'Q': '之前工作經驗是否有帶過人', 'A': '有，講一下帶人經驗還...'}]",
3705,3705,寶成工業股份有限公司,業務專員,2019.07.14,2019.04,5,錄取,普通,需要英文自我介紹，人...,"[{'Q': '上一份工作遇到的挑戰', 'A': '可以照應徵的職位去延...'}]",
3706,3706,寶成工業股份有限公司,品質協議設定專員,2019.07.09,2019.07,3,無聲卡,超高,,[],
3707,3707,寶成工業股份有限公司,品管人員,2019.07.08,2019.05,4,等待中,普通,先自我介紹過去的工作...,"[{'Q': '過去經驗', 'A': '詳細說明做了些什麼事...'}]",
3708,3708,寶成工業股份有限公司,經歷,2019.07.06,2012.06,1,無聲卡,簡單,,[],
3709,3709,寶成工業股份有限公司,資訊_程式開發工程師(彰化),2019.07.05,2019.05,3,未錄取,普通,"製鞋大廠傳統產業
...","[{'Q': '為什麼想投我們公司', 'A': '要先做好該公司在做什...'}]",
3710,3710,寶成工業股份有限公司,企劃基層主管,2019.07.03,2019.07,4,等待中,普通,基本上分成TOEIC...,"[{'Q': '為什麼從上一家離職', 'A': '據實回答'}]",
3711,3711,寶成工業股份有限公司,業務,2019.07.01,2019.03,4,無聲卡,低,自我介紹，詢問有關有...,"[{'Q': '優缺點', 'A': '照實回答'}]",
3712,3712,寶成工業股份有限公司,行政,2019.06.27,2018.08,4,錄取,低,面試流程冗長，紙筆測...,"[{'Q': '個人介紹', 'A': '照實回答'}]",
3713,3713,寶成工業股份有限公司,PM,2019.06.10,2019.05,4,等待中,普通,人資會先寄面試邀請函...,"[{'Q': '根據簡報內容面試官會詢問一些簡報裡的相關問題', 'A': '因面試官主要想了解英...'}]",
3714,3714,寶成工業股份有限公司,版師,2019.06.05,2019.05,3,未錄取,高,一進去就做英文與圖形...,"[{'Q': '家裡的人有誰？在做什麼的？', 'A': '就誠實回答'}]",
3715,3715,寶成工業股份有限公司,人力資源,2019.05.29,2018.05,3,錄取,簡單,兩個人資交互提問問題...,"[{'Q': '自我介紹', 'A': '就..標準回答'}]",
3716,3716,寶成工業股份有限公司,招募專員,2019.05.24,2016.05,3,錄取,超高,,[],
3717,3717,寶成工業股份有限公司,駐外採購,2019.05.21,2014.03,4,錄取,低,面試一開始會先做簡單...,"[{'Q': '為什麼想要應徵外派的工作', 'A': '相對於在台灣工作，在...'}]",
3718,3718,寶成工業股份有限公司,採購班長,2019.05.20,2017.05,4,錄取,低,"薪水我開55000
...","[{'Q': '採購在做什麼', 'A': '了解供應商及篩選好的...'}]",
3719,3719,寶成工業股份有限公司,海外廠務儲備幹部,2019.05.19,2019.04,4,未錄取,普通,基本問題，先自我介紹...,"[{'Q': '外派選擇地點順序', 'A': '依照公司安排'}]",
3720,3720,寶成工業股份有限公司,資訊部實習生,2019.05.11,2019.04,4,未錄取,低,一進去hr會帶到會議...,"[{'Q': '在實習中想學到什麼', 'A': '依造個人想法回答'}]",
3721,3721,寶成工業股份有限公司,鞋材開發,2019.04.29,2017.04,3,錄取,低,對於鞋材的認識的基本...,"[{'Q': '對於鞋材料的材料了解', 'A': '依你本身工作經驗作回...'}]",
3722,3722,寶成工業股份有限公司,海外儲備幹部,2019.04.24,2019.04,3,未錄取,簡單,,[],
3723,3723,寶成工業股份有限公司,開發業務,2019.04.24,2019.03,4,未錄取,低,第一次面試到台中總部...,"[{'Q': '是否願意做其他單位職務', 'A': '如果對鞋業相當有熱忱...'}]",
3724,3724,寶成工業股份有限公司,法務管理師,2019.04.15,2015.07,3,無聲卡,普通,,[],
3725,3725,寶成工業股份有限公司,全球儲備幹部,2019.04.09,2015.04,4,錄取,普通,類似career d...,"[{'Q': '有沒有辦法在工廠生活/一個人出國家人朋友都留在台灣的感覺會是', 'A': '面試過程不停在強調海...'}]",
3726,3726,寶成工業股份有限公司,實習生,2019.04.09,2017.11,4,錄取,普通,,[],
3727,3727,寶成工業股份有限公司,國外業務,2019.03.30,2018.01,3,錄取,普通,公司是老舊的廠房，但...,"[{'Q': '請述說工作經歷與會的電腦軟體', 'A': '工作經歷依自己的經驗...'}]",
3728,3728,寶成工業股份有限公司,外派業務,2019.03.27,2019.03,3,無聲卡,低,人資態度中規中矩，沒...,"[{'Q': '你覺得寶成的業務是屬於哪一種類型的業務', 'A': '是maintain型...'}]",
3729,3729,寶成工業股份有限公司,化工研發,2019.03.22,2019.03,4,等待中,低,面試一開始先寫英文測...,"[{'Q': '面談過程就像聊天', 'A': '照實聊天，隨機應變'}]",
3730,3730,寶成工業股份有限公司,海外儲備版師,2019.03.20,2018.07,2,未錄取,高,在台灣大道上的寶成辦...,"[{'Q': '抗壓性與語言', 'A': '不管什麼問題都要回答...'}]",
3731,3731,寶成工業股份有限公司,國外業務(需外派),2019.03.16,2017.07,2,未錄取,低,面試過程:兩位人資先...,"[{'Q': '根據過往經歷問問題', 'A': '準備好為何離開之前的...'}]",
3732,3732,寶成工業股份有限公司,儲備幹部,2019.03.15,2019.03,4,等待中,低,初試：英文測驗、簡報...,"[{'Q': '為什麼要來寶成', 'A': '如實回答'}]",
3733,3733,寶成工業股份有限公司,人資專員,2019.03.14,2018.08,3,未錄取,普通,事前要先做簡報 面試...,"[{'Q': '是否接受外派', 'A': '照實回答'}]",
3734,3734,寶成工業股份有限公司,進出口專員,2019.03.05,2018.11,3,錄取,普通,花了兩個小時中文口說...,"[{'Q': '是否可以外派', 'A': '依實際狀況回覆。'}]",
3735,3735,寶成工業股份有限公司,會計專員,2019.02.27,2019.02,3,無聲卡,低,一開始先考試，有數學...,"[{'Q': '寶成是製作什麼的', 'A': '製鞋業，國內海外皆有...'}]",
3736,3736,寶成工業股份有限公司,開發專員,2019.02.27,2018.1,3,錄取,低,"填寫基本資料
英文考...","[{'Q': '可以接受外派嗎?', 'A': '有心要外派可考慮\n現...'}]",
3737,3737,寶成工業股份有限公司,物編小組人員,2019.02.26,2018.08,2,未錄取,低,一開始由人資小姐進行...,"[{'Q': '為什麼想要來應徵這份工作呢?', 'A': '根據個人經驗回答，可...'}]",
3738,3738,寶成工業股份有限公司,專案管理師,2019.02.21,2017.01,3,無聲卡,低,辦公室很大幾乎可以看...,"[{'Q': '工作經歷', 'A': '跟這份工作有關的經歷'}]",
3739,3739,寶成工業股份有限公司,專案助理,2019.02.17,2016.07,4,錄取,普通,當初得到面試後有被通...,"[{'Q': '你對於應徵的職位有甚麼了解', 'A': '在面試前須先做功課了...'}]",
3740,3740,寶成工業股份有限公司,資訊部工程師,2019.02.14,2018.12,4,錄取,低,1. 邏輯測驗(30...,"[{'Q': '背景經歷詳談', 'A': '如實回答'}]",
3741,3741,寶成工業股份有限公司,程式設計師,2019.01.24,2017.08,2,未錄取,超高,不尊重專業，只因為過...,"[{'Q': '你換工作的原因?', 'A': '1.因為結婚，我與妻...'}]",
3742,3742,寶成工業股份有限公司,臺中市_工讀生,2019.01.17,2018.12,3,錄取,超高,兩名面試者一起面試兩...,"[{'Q': '自我介紹', 'A': '就自我介紹講一下自己...'}]",
3743,3743,寶成工業股份有限公司,日文基層業務主管,2019.01.16,2018.08,3,錄取,簡單,大約需要兩次面試，進...,"[{'Q': '簡單的日文自我介紹', 'A': '不能說和履歷上面自傳...'}]",
3744,3744,寶成工業股份有限公司,工程師,2019.01.04,2013.09,5,錄取,低,基本的英文考試及專業...,"[{'Q': '是否能配合出差', 'A': '目前會以國內為優先考...'}]",
3745,3745,寶成工業股份有限公司,副管理師,2018.12.30,2014.03,4,錄取,簡單,是新成立的部門，同事...,"[{'Q': '自己評價自己的廉潔度1～10，為什麼。', 'A': '10分，自父親身上所...'}]",
3746,3746,寶成工業股份有限公司,業務,2018.12.27,2016.03,3,等待中,普通,總體花費約50分鐘，...,"[{'Q': '前一份工作讓你學到了甚麼&最有成就和最困難的部分?', 'A': '上台溝通表達，獨立作...'}]",
3747,3747,寶成工業股份有限公司,作業員,2018.12.14,2016.06,5,未錄取,超高,,[],
3748,3748,寶成工業股份有限公司,採購基層主管,2018.12.11,2017.07,5,錄取,超高,寶成的人資水準在業界...,"[{'Q': '過去經驗', 'A': '過去工作經驗舉例出來...'}]",
3749,3749,寶成工業股份有限公司,專案經理,2018.12.02,2018.05,3,錄取,簡單,辦公室氣派員工多，主...,"[{'Q': '對未來的期望', 'A': '照自己的想法回答即可'}]",
3750,3750,寶成工業股份有限公司,會計管理師,2018.11.29,2018.1,3,未錄取,低,面試問四大為何離職，...,"[{'Q': '四大為何離職', 'A': '回家鄉工作'}]",
3751,3751,寶成工業股份有限公司,電控工程師,2018.11.27,2016.02,4,錄取,普通,"第一關 人資
人資主...","[{'Q': '過往工作經歷', 'A': '誠實回答即可'}]",
3752,3752,寶成工業股份有限公司,人資專員,2018.11.15,2014.01,5,錄取,普通,安排面試的人員很有禮...,"[{'Q': '過去資歷', 'A': '依照個人不同經驗，清...'}]",
3753,3753,寶成工業股份有限公司,專案經理,2018.11.05,2012.06,4,錄取,低,開發中心位於福興工業...,"[{'Q': '為何選擇這間公司', 'A': '1寶成大公司制度完善...'}]",
3754,3754,寶成工業股份有限公司,開發,2018.10.20,2018.04,4,錄取,低,人資有事先告知要準備...,"[{'Q': '目前的工作上主要遇到什麼困難', 'A': '一個人情況舉例，重點...'}]",
3755,3755,寶成工業股份有限公司,外派儲幹,2018.10.02,2013.07,4,錄取,低,"英文考題，邏輯測驗
...","[{'Q': '中英文自我介紹', 'A': '據實回答'}]",
3756,3756,寶成工業股份有限公司,儲備幹部,2018.09.30,2018.04,3,未錄取,高,,[],
3757,3757,寶成工業股份有限公司,人資,2018.09.28,2018.09,3,無聲卡,普通,面試前會以電話先初步...,"[{'Q': '基本上要做好功課在去，基本問答都會問', 'A': '印像中的問題是：如果...'}]",
3758,3758,寶成工業股份有限公司,助理,2018.09.20,2016.07,5,等待中,低,接待人員很親切，主管...,"[{'Q': '為什麼想來我們公司', 'A': '照實回答'}]",
3759,3759,寶成工業股份有限公司,人資,2018.09.19,2015.09,5,錄取,普通,三關面試，hr超專業...,"[{'Q': '自我介紹', 'A': '用簡報稍微介紹自己，...'}]",
3760,3760,寶成工業股份有限公司,人資實習生,2018.08.28,2017.11,3,未錄取,低,"大約30分鐘
對於...","[{'Q': '大學中對你印象深刻的事情?', 'A': '從自己最有成就感的事...'}]",
3761,3761,寶成工業股份有限公司,儲備幹部,2018.08.22,2015.05,5,錄取,超高,第一關：團體面試（一...,"[{'Q': '人生中目前遇到最困難的事', 'A': '依個人經驗回答'}]",
3762,3762,寶成工業股份有限公司,倉管人員,2018.08.21,2018.07,4,未錄取,普通,環境乾淨，明亮，主管...,"[{'Q': '工作經驗', 'A': '依照自己以前的經驗照...'}]",
3763,3763,寶成工業股份有限公司,品管課長,2018.08.21,2016.06,4,錄取,低,公司會先由郵件通知先...,"[{'Q': '英文多益測驗', 'A': '英文多益測驗為填空題...'}]",
3764,3764,寶成工業股份有限公司,關務,2018.08.09,2017.04,4,錄取,高,一開始人資要求自我介...,"[{'Q': '英文介紹', 'A': '請準備英文介紹,還有...'}]",
3765,3765,寶成工業股份有限公司,生管,2018.08.08,2018.01,3,錄取,普通,,[],
3766,3766,寶成工業股份有限公司,關務人員,2018.07.12,2018.07,2,等待中,高,自我意識較強的公司，...,"[{'Q': '為何離開前東家', 'A': '照實說 會打電話徵求...'}]",
3767,3767,寶成工業股份有限公司,品管主管,2018.06.22,2018.01,5,錄取,普通,兩次面試，一次在彰化...,"[{'Q': '當遇到壓力如何釋放', 'A': '請依照自己情況自行回...'}]",
3768,3768,寶成工業股份有限公司,材料檢測專員,2018.06.15,2015.09,3,錄取,簡單,創立新品牌廠，面試時...,"[{'Q': '是否對重複性的工作內容易感到厭煩', 'A': '每次的測試的手法應相...'}]",
3769,3769,寶成工業股份有限公司,約聘招募管理師,2018.06.04,2016.05,4,其他,低,先做文書能力測試(O...,"[{'Q': '可以接受最晚的加班的時間', 'A': '最晚到八點，希望能夠...'}]",
3770,3770,寶成工業股份有限公司,品牌開發,2018.06.02,2017.03,5,其他,普通,面試官人很好，很親切...,"[{'Q': '為何選擇寶成?', 'A': '因為對鞋材類有興趣'}]",
3771,3771,寶成工業股份有限公司,HR,2018.05.31,2018.03,3,等待中,簡單,"公司在裕元酒店裡面,...","[{'Q': '你上個工作離職的原因? 為什麼想換工作？', 'A': '個人職涯發展受限'}]",
3772,3772,寶成工業股份有限公司,工程師,2018.05.29,2017.03,3,錄取,簡單,面試官會了解成長背景,"[{'Q': '遇到過什麼困難', 'A': '迎刃而解⋯⋯'}]",
3773,3773,寶成工業股份有限公司,海外儲備幹部,2018.05.29,2018.05,5,其他,簡單,寶成看得出來是一間很...,"[{'Q': '做PPT，內容包含自我介紹以及產業認知', 'A': '如實回答，產業發展就...'}]",
3774,3774,寶成工業股份有限公司,專案,2018.05.17,2018.03,4,錄取,簡單,面試官蠻友善,"[{'Q': '有何休閒娛樂', 'A': '有，球類運動'}]",
3775,3775,寶成工業股份有限公司,品管,2018.05.13,2017.03,3,錄取,簡單,面試官很友善，話術很...,"[{'Q': '期望待遇是多少', 'A': '先確認對方可以給的薪...'}]",
3776,3776,寶成工業股份有限公司,資訊部/工程師,2018.05.03,2017.06,3,錄取,簡單,台中公司門面給人很磅...,"[{'Q': '你遇到壓力時，會如何處理？', 'A': '誠實以對，面對自我的...'}]",
3777,3777,寶成工業股份有限公司,全球供應鏈總部,2018.04.29,2016.07,4,錄取,簡單,面試官很友善，HR人...,"[{'Q': '你上個工作離職的原因? 為什麼想換工作？', 'A': '工作經驗、進修原因、...'}]",
3778,3778,寶成工業股份有限公司,海外菁英儲備幹部,2018.04.27,2018.04,5,其他,簡單,"第一次面試

簽...","[{'Q': '越南、中國、印尼這三個地方你會比較想要去哪裡 ?', 'A': '看個人回答 (這個基...'}]",
3779,3779,寶成工業股份有限公司,管理師,2018.04.27,2014.09,3,錄取,簡單,需要簡單英文自我介紹,"[{'Q': '是否接手外派(大陸)', 'A': '視集團任務分派,願意...'}]",
3780,3780,寶成工業股份有限公司,儲備幹部複試,2018.04.26,2018.04,3,錄取,簡單,多對多（面試官5:4...,"[{'Q': '你為什麼想在這工作？想要這份工作 ？', 'A': '事先先想好，不然會卡...'}]",
3781,3781,寶成工業股份有限公司,產品管理師,2018.04.19,2018.01,3,其他,簡單,有要求準備一個短短的...,"[{'Q': '如果工作中碰到兩件緊急事情同時發生 你如何解決', 'A': '分析當下有沒有人能夠...'}]",
3782,3782,寶成工業股份有限公司,儲備幹部,2018.04.18,2018.04,5,錄取,簡單,有多對多面試（面試官...,"[{'Q': '你為什麼選擇我們公司？', 'A': '對製鞋業的熱情或為什...'}]",
3783,3783,寶成工業股份有限公司,PCN/PM,2018.04.17,2018.04,4,等待中,簡單,先是人資與你稍作學經...,"[{'Q': '先前的工作經驗', 'A': '回答時著重與現在PM...'}]",
3784,3784,寶成工業股份有限公司,關務管理師,2018.04.07,2018.02,3,其他,簡單,面試官很友善,"[{'Q': '你為什麼選擇我們公司？', 'A': '依照本身科系佳'}]",
3785,3785,寶成工業股份有限公司,UAIC,2018.03.27,2017.03,3,錄取,簡單,大多是面試官在聊工作...,"[{'Q': '對產業的了解，對工作的期待等，比較一般的問題', 'A': '老實回答，其實這裡的...'}]",
3786,3786,寶成工業股份有限公司,現代化,2018.03.20,2015.04,3,其他,簡單,專業問題很多，需要準...,"[{'Q': '你有什麼興趣喜好？', 'A': '盡量講正面陽光的戶外...'}]",
3787,3787,寶成工業股份有限公司,資深工程師,2018.03.12,2017.03,4,等待中,簡單,"一間人性化的公司,每...","[{'Q': '是否接受派遣工作?', 'A': '可以接受派遣，帶需要...'}]",
3788,3788,寶成工業股份有限公司,開發中階主管,2018.03.12,2018.02,4,等待中,簡單,面試官喜歡好聊的人,"[{'Q': '英文自我介紹', 'A': '唸順一點即可'}]",
3789,3789,寶成工業股份有限公司,駐外生管,2018.03.07,2016.03,4,錄取,簡單,人資態度很親切，還會...,"[{'Q': '你上個工作離職的原因? 為什麼想換工作？', 'A': '想看看國外的文化'}]",
